DATE,TIME,STATUS,LONGITURE,LATITUDE
07.12.2015,04:51:17,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.041986,42.424624
07.12.2015,05:22:44,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.057129,42.350304
07.12.2015,05:41:40,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.09883,42.328528
07.12.2015,06:06:34,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.078496,42.393874
07.12.2015,06:13:13,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.150561,42.343724
07.12.2015,06:14:08,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.00956,42.365613
07.12.2015,06:24:17,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.138517,42.353143
07.12.2015,06:34:59,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.132336,42.348329
07.12.2015,06:35:02,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.164251,42.322229
07.12.2015,06:35:14,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.158067,42.345079
07.12.2015,06:37:06,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.158067,42.345079
07.12.2015,06:38:28,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.117759,42.349525
07.12.2015,06:39:23,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.117608,42.349318
07.12.2015,06:41:22,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.164251,42.322229
07.12.2015,06:43:18,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.158067,42.345079
07.12.2015,06:51:36,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.058256,42.41113
07.12.2015,06:58:24,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.085407,42.319909
07.12.2015,07:01:13,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.111594,42.335419
07.12.2015,07:05:26,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.053821,42.335507
07.12.2015,07:05:48,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.071622,42.343824
07.12.2015,07:14:52,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.078526,42.40538
07.12.2015,07:18:25,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.039686,42.332481
07.12.2015,07:24:31,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.068742,42.362697
07.12.2015,07:25:36,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.118255,42.338021
07.12.2015,07:25:57,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.069008,42.36224
07.12.2015,07:29:06,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.110314,42.370978
07.12.2015,07:29:29,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.104726,42.365703
07.12.2015,07:31:38,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.054216,42.335245
07.12.2015,07:32:35,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.088347,42.373732
07.12.2015,07:42:14,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.032449,42.381542
07.12.2015,07:43:39,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.057129,42.350304
07.12.2015,07:46:13,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.135318,42.336471
07.12.2015,07:47:05,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.077437,42.340735
07.12.2015,07:47:32,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.09073,42.405045
07.12.2015,07:51:18,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.134942,42.352209
07.12.2015,07:51:31,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.08966,42.34263
07.12.2015,07:51:35,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.085439,42.350158
07.12.2015,07:53:15,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.135521,42.336763
07.12.2015,07:53:17,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.0832,42.349383
07.12.2015,07:53:40,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.135318,42.336471
07.12.2015,07:56:04,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.135348,42.336556
07.12.2015,07:56:27,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.135228,42.336519
07.12.2015,07:56:49,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.08966,42.34263
07.12.2015,07:56:49,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.135318,42.336471
07.12.2015,07:57:10,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.135296,42.336489
07.12.2015,07:57:41,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.135345,42.336506
07.12.2015,07:58:19,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.134092,42.249416
07.12.2015,08:00:30,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.136074,42.346628
07.12.2015,08:04:38,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.135318,42.336471
07.12.2015,08:06:18,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.05563,42.410364
07.12.2015,08:07:20,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.135395,42.336574
07.12.2015,08:08:21,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.073779,42.354197
07.12.2015,08:09:41,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.073757,42.354215
07.12.2015,08:18:43,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.126974,42.337818
07.12.2015,08:20:21,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.096209,42.334147
07.12.2015,08:20:49,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.068609,42.306685
07.12.2015,08:22:28,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.045716,42.351758
07.12.2015,08:28:06,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.197059,42.367809
07.12.2015,08:28:21,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.05676,42.37882
07.12.2015,08:38:04,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.102868,42.364227
07.12.2015,08:38:20,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.141109,42.336456
07.12.2015,08:38:38,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.056214,42.34249
07.12.2015,08:39:31,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.108851,42.369059
07.12.2015,08:40:21,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.10572,42.361966
07.12.2015,08:42:04,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.146652,42.342533
07.12.2015,08:43:20,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.02894,42.33463
07.12.2015,08:44:05,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.061935,42.372845
07.12.2015,08:44:18,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.072777,42.35638
07.12.2015,08:45:13,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.119557,42.376991
07.12.2015,08:48:33,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.072785,42.356359
07.12.2015,08:49:17,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.082719,42.383292
07.12.2015,08:49:51,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.121846,42.380531
07.12.2015,08:54:25,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.105247,42.332067
07.12.2015,09:00:41,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.01294,42.368052
07.12.2015,09:04:08,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.089725,42.393069
07.12.2015,09:08:49,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.101473,42.370034
07.12.2015,09:12:58,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.127817,42.339567
07.12.2015,09:16:32,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.052952,42.419985
07.12.2015,09:16:55,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.095822,42.370052
07.12.2015,09:18:28,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.083483,42.281751
07.12.2015,09:18:37,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.073993,42.302993
07.12.2015,09:19:18,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.089681,42.295242
07.12.2015,09:20:56,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.108927,42.345851
07.12.2015,09:25:00,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.09616,42.369866
07.12.2015,09:27:02,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.108381,42.338659
07.12.2015,09:27:51,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.044217,42.390554
07.12.2015,09:28:37,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.101294,42.344114
07.12.2015,09:28:57,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.128058,42.340178
07.12.2015,09:29:30,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.08805,42.324405
07.12.2015,09:30:49,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.043875,42.390661
07.12.2015,09:33:43,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.165367,42.352198
07.12.2015,09:35:04,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.043975,42.390694
07.12.2015,09:35:15,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.117545,42.392683
07.12.2015,09:35:46,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.165292,42.352087
07.12.2015,09:35:52,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.135879,42.346417
07.12.2015,09:36:16,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.127878,42.339901
07.12.2015,09:36:34,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.117545,42.392683
07.12.2015,09:37:20,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.117545,42.392683
07.12.2015,09:39:36,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.073101,42.321836
07.12.2015,09:43:53,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.113608,42.299729
07.12.2015,09:46:03,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.068574,42.360096
07.12.2015,09:46:30,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.120705,42.339816
07.12.2015,09:50:38,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.088152,42.342188
07.12.2015,09:51:20,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.088139,42.342163
07.12.2015,09:51:21,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.131668,42.348416
07.12.2015,09:52:14,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.088171,42.342322
07.12.2015,09:56:07,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.13162,42.348471
07.12.2015,10:00:39,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.059625,42.292627
07.12.2015,10:01:24,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.08847,42.347085
07.12.2015,10:02:38,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.059758,42.292564
07.12.2015,10:03:03,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.167382,42.346629
07.12.2015,10:05:00,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.087123,42.345154
07.12.2015,10:16:56,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.093987,42.366673
07.12.2015,10:27:03,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.121217,42.258221
07.12.2015,10:28:09,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.120874,42.258474
07.12.2015,10:29:45,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.062358,42.292584
07.12.2015,10:45:23,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.063765,42.418836
07.12.2015,10:46:39,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.164421,42.337059
07.12.2015,10:52:29,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.060235,42.282887
07.12.2015,10:53:29,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.087383,42.36223
07.12.2015,10:56:04,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.088729,42.393952
07.12.2015,11:05:25,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.107567,42.403999
07.12.2015,11:22:19,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.10859,42.365021
07.12.2015,11:31:47,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.058836,42.358546
07.12.2015,11:38:04,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.116275,42.392708
07.12.2015,11:38:25,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.191455,42.343737
07.12.2015,11:39:34,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.116545,42.392849
07.12.2015,11:40:27,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.175715,42.366897
07.12.2015,11:42:43,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.12817,42.346643
07.12.2015,12:24:50,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.175192,42.259666
07.12.2015,12:29:21,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.095602,42.318764
07.12.2015,12:31:57,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.06824,42.42645
07.12.2015,12:39:10,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.117895,42.335413
07.12.2015,12:41:35,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.071087,42.339332
07.12.2015,12:42:41,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.071783,42.3391
07.12.2015,12:43:13,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.119733,42.342488
07.12.2015,12:55:12,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.113725,42.300812
07.12.2015,12:57:46,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.040677,42.316496
07.12.2015,12:59:28,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.027646,42.380972
07.12.2015,13:06:34,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.134855,42.352261
07.12.2015,13:08:53,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.027677,42.380816
07.12.2015,13:09:47,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.027553,42.380919
07.12.2015,13:10:53,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.021926,42.404039
07.12.2015,13:16:34,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.142761,42.344104
07.12.2015,13:23:58,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.055422,42.406682
07.12.2015,13:24:56,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.118909,42.339593
07.12.2015,13:35:03,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.117396,42.34117
07.12.2015,13:36:01,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.11771,42.341411
07.12.2015,13:42:41,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.192252,42.342635
07.12.2015,13:43:28,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.17388,42.367209
07.12.2015,13:45:02,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.08226,42.344705
07.12.2015,13:52:23,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.101093,42.339872
07.12.2015,13:53:27,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.126881,42.351208
07.12.2015,13:53:46,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.101091,42.339895
07.12.2015,14:01:50,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.113969,42.370773
07.12.2015,14:02:24,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.113969,42.370773
07.12.2015,14:05:37,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.053082,42.315499
07.12.2015,14:06:03,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.119255,42.343668
07.12.2015,14:11:44,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.184878,42.358197
07.12.2015,14:16:44,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.068617,42.362439
07.12.2015,14:19:46,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.083918,42.36283
07.12.2015,14:29:47,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.066104,42.316515
07.12.2015,14:31:30,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.081276,42.385117
07.12.2015,14:33:35,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.081075,42.385137
07.12.2015,14:37:59,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.081057,42.385236
07.12.2015,14:38:22,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.070341,42.309028
07.12.2015,14:43:51,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.110614,42.374408
07.12.2015,14:46:03,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.118328,42.34364
07.12.2015,14:47:29,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.082492,42.327462
07.12.2015,14:47:50,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.067982,42.289898
07.12.2015,14:51:59,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.062755,42.344186
07.12.2015,14:53:30,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.118115,42.343512
07.12.2015,14:57:17,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.117689,42.343083
07.12.2015,15:02:33,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.12288,42.397133
07.12.2015,15:02:59,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.062755,42.344186
07.12.2015,15:15:44,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.10422,42.339176
07.12.2015,15:17:34,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.029833,42.332156
07.12.2015,15:19:11,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.129203,42.332331
07.12.2015,15:19:53,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.094058,42.31719
07.12.2015,15:22:11,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.088287,42.362646
07.12.2015,15:22:38,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.06002,42.356745
07.12.2015,15:26:22,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.053997,42.35055
07.12.2015,15:30:57,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.07567,42.34668
07.12.2015,15:31:57,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.101976,42.322457
07.12.2015,15:34:00,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.113503,42.401052
07.12.2015,15:41:17,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.10043,42.336357
07.12.2015,15:47:54,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.106931,42.339089
07.12.2015,15:48:52,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.106931,42.339089
07.12.2015,16:00:04,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.112893,42.30048
07.12.2015,16:02:05,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.122142,42.292728
07.12.2015,16:07:25,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.098999,42.362109
07.12.2015,16:09:42,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.099956,42.319008
07.12.2015,16:15:46,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.100877,42.343881
07.12.2015,16:21:23,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.087495,42.343487
07.12.2015,16:29:27,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.073916,42.325622
07.12.2015,16:36:03,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.082516,42.343224
07.12.2015,16:36:39,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.09817,42.346598
07.12.2015,16:41:30,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.222745,42.349113
07.12.2015,16:45:08,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.107983,42.268964
07.12.2015,16:45:40,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.14824,42.392119
07.12.2015,16:46:36,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.066099,42.29976
07.12.2015,16:46:39,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.037246,42.39489
07.12.2015,16:46:59,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.066002,42.299857
07.12.2015,16:47:46,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.061605,42.35879
07.12.2015,16:47:51,CUSTOMER_CANCEL_BEFORE_ARRIVE,-71.040723,42.348994
